istilah,pengertian,undang_undang,uu,url,status
Gizi,"Gizi adalah zat atau senyawa yang terdapat dalam Pangan yang terdiri atas karbohidrat, protein, lemak, vitamin, mineral, serat, air, dan komponen lain yang bermanfaat bagi pertumbuhan dan kesehatan manusia",Undang-Undang Nomor 18 Tahun 2012,Pangan,https://paralegal.id/pengertian/gizi/,OK
Gizi Beras,"Gizi Beras yang selanjutnya disebut Gizi adalah zat atau senyawa yang terdapat dalam Beras yang terdiri atas karbohidrat, protein, lemak, vitamin, mineral, serat, air, dan komponen lain yang bermanfaat bagi pertumbuhan dan kesehatan manusia.",Peraturan Badan Pangan Nasional Nomor 2 Tahun 2023,Persyaratan Mutu dan Label Beras,https://paralegal.id/pengertian/gizi-beras/,OK
Gladi Ruang,"Gladi Ruang adalah latihan berbentuk diskusi yang bertujuan untuk meningkatkan pemahaman, mencari solusi terhadap permasalahan, menghimpun masukan, membangun kesepakatan dan/atau memvalidasi berbagai kebijakan, prosedur dan rencana yang ada.",Peraturan Badan Nasional Penanggulangan Bencana Nomor 9 Tahun 2025,Penyusunan dan Uji Coba Rencana Penanggulangan Kedaruratan Bencana Daerah,https://paralegal.id/pengertian/gladi-ruang/,OK
Global Master Repurchase Agreement,Global Master Repurchase Agreement yang selanjutnya disingkat GMRA adalah standar perjanjian transaksi repo yang diterbitkan oleh International Capital Market Association.,Peraturan Anggota Dewan Gubernur Bank Indonesia Nomor 14 Tahun 2023,Dealer Utama Operasi Moneter,https://paralegal.id/pengertian/global-master-repurchase-agreement/,OK
Hudud,Hudud adalah jenis ‘Uqubat yang bentuk dan besarannya telah ditentukan di dalam Qanun secara tegas.,Qanun Aceh Nomor 6 Tahun 2014,Hukum Jinayat,https://paralegal.id/pengertian/hudud/,OK
Sengketa Kewenangan,Sengketa Kewenangan adalah klaim penggunaan Wewenang yang dilakukan oleh 2 (dua) Pejabat Pemerintahan atau lebih yang disebabkan oleh tumpang tindih atau tidak jelasnya Pejabat Pemerintahan yang berwenang menangani suatu urusan pemerintahan.,Undang-Undang Nomor 30 Tahun 2014,Administrasi Pemerintahan,https://paralegal.id/pengertian/sengketa-kewenangan/,OK
Objek Asuransi,"Objek Asuransi adalah jiwa dan raga, kesehatan manusia, tanggung jawab hukum, benda dan jasa, serta semua kepentingan lainnya yang dapat hilang, rusak, rugi, dan/atau berkurang nilainya",Undang-Undang Nomor 40 Tahun 2014,Perasuransian,https://paralegal.id/pengertian/objek-asuransi/,OK
Pengawas Pemilihan Lapangan,Pengawas Pemilihan Lapangan yang selanjutnya disingkat PPL adalah petugas yang dibentuk oleh Panwas Kecamatan untuk mengawasi penyelenggaraan Pemilihan di Desa atau sebutan lain/Kelurahan.,Undang-Undang Nomor 8 Tahun 2015,"Perubahan atas Undang-Undang Nomor 1 Tahun 2015 tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 1 Tahun 2014 tentang Pemilihan Gubernur, Bupati, dan Walikota menjadi Undang-Undang",https://paralegal.id/pengertian/pengawas-pemilihan-lapangan/,OK
Atribusi,Atribusi adalah pemberian Kewenangan kepada Badan dan/atau Pejabat Pemerintahan oleh Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 atau Undang-Undang.,Undang-Undang Nomor 30 Tahun 2014,Administrasi Pemerintahan,https://paralegal.id/pengertian/atribusi/,OK
Grafik Perjalanan Kereta Api,"Grafik Perjalanan Kereta Api yang selanjutnya disebut Gapeka adalah pedoman pengaturan pelaksanaan perjalanan kereta api yang digambarkan dalam bentuk garis yang menunjukkan stasiun, waktu, jarak, kecepatan, dan posisi perjalanan kereta api mulai dari berangkat, bersilang, bersusulan, dan berhenti yang digambarkan secara grafis untuk pengendalian perjalanan kereta api.",Peraturan Pemerintah Nomor 72 Tahun 2009,Lalu Lintas dan Angkutan Kereta Api,https://paralegal.id/pengertian/grafik-perjalanan-kereta-api/,OK
Grasi,"Grasi adalah pengampunan berupa perubahan, peringanan, pengurangan, atau penghapusan pelaksanaan pidana kepada terpidana yang diberikan oleh Presiden",Undang-Undang Nomor 22 Tahun 2002,Grasi,https://paralegal.id/pengertian/grasi/,OK
Grosir/Perkulakan,Grosir/Perkulakan adalah Pelaku Usaha Distribusi yang menjual berbagai macam Barang dalam partai besar dan tidak secara eceran.,Peraturan Pemerintah Nomor 29 Tahun 2021,Penyelenggaraan Bidang Perdagangan,https://paralegal.id/pengertian/grosir-perkulakan/,OK
Grosse Akta,"Grosse Akta adalah salah satu salinan Akta untuk pengakuan utang dengan kepala Akta DEMI KEADILAN BERDASARKAN KETUHANAN YANG MAHA ESA, yang mempunyai kekuatan eksekutorial.",Toko Buku,Toko Buku adalah tempat untuk memperjualbelikan Buku.,https://paralegal.id/pengertian/grosse-akta/,OK
Grosse Risalah Lelang,Grosse Risalah Lelang adalah salinan dari Risalah Lelang yang berkepala Demi Keadilan Berdasarkan Ketuhanan Yang Maha Esa.,Peraturan Menteri Keuangan Nomor 122 Tahun 2023,Petunjuk Pelaksanaan Lelang,https://paralegal.id/pengertian/grosse-risalah-lelang/,OK
Grup Perusahaan Multinasional,Grup Perusahaan Multinasional yang selanjutnya disebut Grup PMN adalah grup yang memiliki setidaknya satu entitas atau bentuk usaha tetap yang tidak berada di negara atau yurisdiksi entitas induk utama.,Peraturan Menteri Keuangan Nomor 136 Tahun 2024,Pengenaan Pajak Minimum Global Berdasarkan Kesepakatan Internasional,https://paralegal.id/pengertian/grup-perusahaan-multinasional/,OK
Gudang,"Gudang adalah semua ruangan yang tidak bergerak dan tidak dapat dipindah-pindahkan dengan tujuan tidak dikunjungi oleh umum, tetapi untuk dipakai khusus sebagai tempat penyimpanan barang yang dapat diperdagangkan secara umum dan memenuhi syarat-syarat lain yang ditetapkan oleh Menteri",Undang-Undang Nomor 9 Tahun 2011,Perubahan atas Undang-Undang Nomor 9 Tahun 2006 tentang Sistem Resi Gudang,https://paralegal.id/pengertian/gudang/,OK
Gudang Berikat,"Gudang Berikat adalah Tempat Penimbunan Berikat untuk menimbun barang impor, dapat disertai 1 (satu) atau lebih kegiatan berupa pengemasan/pengemasan kembali, penyortiran, penggabungan (kitting), pengepakan, penyetelan, pemotongan, atas barang-barang tertentu dalam jangka waktu tertentu untuk dikeluarkan kembali.",Peraturan Pemerintah Nomor 85 Tahun 2015,Perubahan atas Peraturan Pemerintah Nomor 32 Tahun 2009 tentang Tempat Penimbunan Berikat,https://paralegal.id/pengertian/gudang-berikat/,OK
Gugus Darma Pramuka,Gugus Darma Pramuka adalah satuan organisasi bagi anggota pramuka dewasa untuk memajukan gerakan pramuka,Undang-Undang Nomor 12 Tahun 2010,Gerakan Pramuka,https://paralegal.id/pengertian/gugus-darma-pramuka/,OK
Gugus Depan,Gugus Depan adalah satuan pendidikan dan satuan organisasi terdepan penyelenggara pendidikan kepramukaan,Undang-Undang Nomor 12 Tahun 2010,Gerakan Pramuka,https://paralegal.id/pengertian/gugus-depan/,OK
Grafik Perjalanan Kereta Api,"Grafik Perjalanan Kereta Api yang selanjutnya disebut Gapeka adalah pedoman pengaturan pelaksanaan perjalanan kereta api yang digambarkan dalam bentuk garis yang menunjukkan stasiun, waktu, jarak, kecepatan, dan posisi perjalanan kereta api mulai dari berangkat, bersilang, bersusulan, dan berhenti yang digambarkan secara grafis untuk pengendalian perjalanan kereta api.",Peraturan Pemerintah Nomor 72 Tahun 2009,Lalu Lintas dan Angkutan Kereta Api,https://paralegal.id/pengertian/grafik-perjalanan-kereta-api/,OK
Pusat Logistik Berikat,"Pusat Logistik Berikat adalah Tempat Penimbunan Berikat untuk menimbun barang asal luar daerah pabean dan/atau barang yang berasal dari tempat lain dalam daerah pabean, dapat disertai 1 (satu) atau lebih kegiatan sederhana dalam jangka waktu tertentu untuk dikeluarkan kembali.",Peraturan Pemerintah Nomor 85 Tahun 2015,Perubahan atas Peraturan Pemerintah Nomor 32 Tahun 2009 tentang Tempat Penimbunan Berikat,https://paralegal.id/pengertian/pusat-logistik-berikat/,OK
Tenaga Kefarmasian,"Tenaga Kefarmasian adalah tenaga yang melakukan Pekerjaan Kefarmasian, yang terdiri atas Apoteker dan Tenaga Teknis Kefarmasian.",Peraturan Pemerintah Nomor 51 Tahun 2009,Pekerjaan Kefarmasian,https://paralegal.id/pengertian/tenaga-kefarmasian/,OK
Lembaga Konservasi untuk Kepentingan Umum,"Lembaga Konservasi untuk Kepentingan Umum adalah lembaga yang bergerak di bidang konservasi tumbuhan dan/atau satwa liar di luar habitatnya (ex-situ), baik berupa lembaga pemerintah maupun lembaga non[1]pemerintah yang dalam peruntukan dan pengelolaannya mempunyai fungsi utama dan fungsi lain untuk kepentingan umum.",Peraturan Menteri Lingkungan Hidup dan Kehutanan Nomor P.22/MENLHK/SETJEN/KUM.1/5/2019,Lembaga Konservasi,https://paralegal.id/pengertian/lembaga-konservasi-untuk-kepentingan-umum/,OK
Legalisasi Apostille,"Legalisasi Apostille yang selanjutnya disebut Apostille adalah tindakan untuk mengesahkan tanda tangan Pejabat, pengesahan cap, dan/atau segel resmi dalam dokumen yang dimohonkan berdasarkan verifikasi.",Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 6 Tahun 2022,Layanan Legalisasi Apostille pada Dokumen Publik,https://paralegal.id/pengertian/legalisasi-apostille/,OK
Gula Konsumsi,Gula Konsumsi adalah gula kristal putih yang berasal dari hasil pengolahan tebu dan/atau gula kristal mentah untuk dikonsumsi masyarakat tanpa tambahan perasa atau pewarna.,Peraturan Badan Pangan Nasional Nomor 4 Tahun 2023,Penyelenggaraan Cadangan Gula Konsumsi Pemerintah dan Cadangan Minyak Goreng Pemerintah,https://paralegal.id/pengertian/gula-konsumsi/,OK
Gula Kristal Rafinasi (Refined Sugar),"Gula Kristal Rafinasi (Refined Sugar) adalah gula yang dipergunakan sebagai bahan baku atau bahan penolong dalam proses produksi, yang memenuhi SNI yang ditetapkan wajib oleh kementerian yang menyelenggarakan urusan pemerintahan di bidang perindustrian dengan Pos Tarif/HS. 1701.99.11.00.",Peraturan Menteri Perdagangan Nomor 17 Tahun 2022,Perubahan atas Peraturan Menteri Perdagangan Nomor 1 Tahun 2019 tentang Perdagangan Gula Kristal Rafinasi,https://paralegal.id/pengertian/gula-kristal-rafinasi-refined-sugar/,OK
Guru,"Guru adalah pendidik profesional dengan tugas utama mendidik, mengajar, membimbing, mengarahkan, melatih, menilai, dan mengevaluasi peserta didik pada pendidikan anak usia dini jalur pendidikan formal, pendidikan dasar, dan pendidikan menengah",Undang-Undang Nomor 14 Tahun 2005,Guru dan Dosen,https://paralegal.id/pengertian/guru/,OK
Guru Besar atau Profesor,Guru Besar atau Profesor yang selanjutnya disebut profesor adalah jabatan fungsional tertinggi bagi dosen yang masih mengajar di lingkungan satuan pendidikan tinggi,Undang-Undang Nomor 14 Tahun 2005,Guru dan Dosen,https://paralegal.id/pengertian/guru-besar-atau-profesor/,OK
Guru Dalam Jabatan,"Guru Dalam Jabatan adalah Guru yang sudah mengajar pada satuan pendidikan, baik yang diselenggarakan oleh pemerintah pusat, pemerintah daerah, maupun masyarakat penyelenggara pendidikan yang sudah mempunyai Perjanjian Kerja atau Kesepakatan Kerja Bersama.","Peraturan Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nomor 54 Tahun 2022",Tata Cara Memperoleh Sertifikat Pendidik bagi Guru dalam Jabatan,https://paralegal.id/pengertian/guru-dalam-jabatan/,OK
Guru Pamong,"Guru Pamong adalah Guru yang ditugaskan untuk mendampingi, membimbing, dan mengevaluasi mahasiswa yang melaksanakan PLP dan PPL di Sekolah Mitra di bawah koordinasi Dosen.","Peraturan Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nomor 56 Tahun 2022",Standar Pendidikan Guru,https://paralegal.id/pengertian/guru-pamong/,OK
Guru Penggerak,Guru Penggerak adalah Guru yang telah memiliki sertifikat guru penggerak.,"Peraturan Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nomor 26 Tahun 2022",Pendidikan Guru Penggerak,https://paralegal.id/pengertian/guru-penggerak/,OK
Habitat,Habitat adalah lingkungan tempat Tumbuhan atau Satwa dapat hidup dan berkembang secara alami.,Undang-Undang Nomor 32 Tahun 2024,Perubahan atas Undang-Undang Nomor 5 Tahun 1990 tentang Konservasi Sumber Daya Alam Hayati dan Ekosistemnya,https://paralegal.id/pengertian/habitat/,OK
Hadiah Tidak Diambil Pemenang,Hadiah Tidak Diambil Pemenang yang selanjutnya disingkat HTDP adalah hadiah yang disediakan penyelenggara UGB dan telah tertebak atau ada pemenangnya tetapi tidak diklaim hadiahnya setelah dalam jangka waktu tertentu dan/atau tidak bisa diklaim hadiahnya karena tidak sesuai dengan ketentuan peraturan perundang-undangan.,Peraturan Menteri Sosial Nomor 16 Tahun 2025,Hibah Langsung dalam Negeri untuk Penyelenggaraan Kesejahteraan Sosial,https://paralegal.id/pengertian/hadiah-tidak-diambil-pemenang/,OK
Hadiah Tidak Tertebak,Hadiah Tidak Tertebak yang selanjutnya disingkat HTT adalah hadiah yang disediakan penyelenggara UGB tetapi tidak tertebak atau tidak ada pemenangnya.,Peraturan Menteri Sosial Nomor 16 Tahun 2025,Hibah Langsung dalam Negeri untuk Penyelenggaraan Kesejahteraan Sosial,https://paralegal.id/pengertian/hadiah-tidak-tertebak/,OK
Tenaga kerja,Tenaga kerja adalah setiap orang yang mampu melakukan pekerjaan guna menghasilkan barang dan/atau jasa baik untuk memenuhi kebutuhan sendiri maupun untuk masyarakat.,Undang-Undang Nomor 13 Tahun 2003,Ketenagakerjaan,https://paralegal.id/pengertian/tenaga-kerja/,OK
Stasiun Perairan Bergerak,Stasiun Perairan Bergerak adalah Stasiun Perairan di atas kapal yang bergerak di atas permukaan perairan.,"Peraturan Badan Meteorologi, Klimatologi, dan Geofisika Nomor 7 Tahun 2023",Pengamatan dan Pengelolaan Data Meteorologi Maritim,https://paralegal.id/pengertian/stasiun-perairan-bergerak/,OK
Galur Hewan atau Ternak,Galur Hewan atau Ternak yang selanjutnya disebut Galur adalah sekelompok individu Hewan atau Ternak dalam satu Rumpun yang mempunyai karakteristik tertentu yang dimanfaatkan untuk tujuan pemuliaan atau perkembangbiakkan.,Peraturan Menteri Pertanian Nomor 13 Tahun 2025,Penetapan dan Pelepasan Rumpun atau Galur dari Sumber Daya Genetik Hewan,https://paralegal.id/pengertian/galur-hewan-atau-ternak/,OK
Gizi,"Gizi adalah zat atau senyawa yang terdapat dalam Pangan yang terdiri atas karbohidrat, protein, lemak, vitamin, mineral, serat, air, dan komponen lain yang bermanfaat bagi pertumbuhan dan kesehatan manusia",Undang-Undang Nomor 18 Tahun 2012,Pangan,https://paralegal.id/pengertian/gizi/,OK
Anggota Forum Anak,Anggota Forum Anak yang selanjutnya disebut Anggota adalah Anak yang berpartisipasi aktif dalam kegiatan Forum Anak sesuai dengan jenjang wilayah di mana Anak tersebut berada,Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 1 Tahun 2022,Perubahan atas Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 18 Tahun 2019 tentang Penyelenggaraan Forum Anak,https://paralegal.id/pengertian/anggota-forum-anak/,OK
Hak Amil,Hak Amil adalah bagian tertentu dari zakat yang dapat dimanfaatkan untuk biaya operasional dalam pengelolaan zakat sesuai syariat Islam,Undang-Undang Nomor 23 Tahun 2011,Pengelolaan Zakat,https://paralegal.id/pengertian/hak-amil/,OK
Hak Anak,"Hak Anak adalah bagian dari hak asasi manusia yang wajib dijamin, dilindungi, dan dipenuhi oleh Orang Tua, Keluarga, masyarakat, negara, pemerintah, dan pemerintah daerah.",Undang-Undang Nomor 35 Tahun 2014,Perubahan atas Undang-Undang Nomor 23 Tahun 2002 tentang Perlindungan Anak,https://paralegal.id/pengertian/hak-anak/,OK
Hak Asasi Manusia,"Hak Asasi Manusia adalah seperangkat hak yang melekat pada hakikat dan keberadaan manusia sebagai makhluk Tuhan Yang Maha Esa dan merupakan anugerah-Nya yang wajib dihormati, dijunjung tinggi dan dilindungi oleh negara, hukum, Pemerintah, dan setiap orang demi kehormatan serta perlindungan harkat dan martabat manusia",Undang-Undang Nomor 39 Tahun 1999,Hak Asasi Manusia,https://paralegal.id/pengertian/hak-asasi-manusia/,OK
Hak atas Indikasi Geografis,"Hak atas Indikasi Geografis adalah hak eksklusif yang diberikan oleh negara kepada pemegang hak Indikasi Geografis yang terdaftar, selama reputasi, kualitas, dan karakteristik yang menjadi dasar diberikannya pelindungan atas Indikasi Geografis tersebut masih ada.",Undang-Undang Nomor 20 Tahun 2016,Merek dan Indikasi Geografis,https://paralegal.id/pengertian/hak-atas-indikasi-geografis/,OK
Hak Atas Karbon,Hak Atas Karbon adalah penguasaan karbon oleh negara.,Peraturan Presiden Nomor 98 Tahun 2021,Penyelenggaraan Nilai Ekonomi Karbon untuk Pencapaian Target Kontribusi yang Ditetapkan secara Nasional dan Pengendalian Emisi Gas Rumah Kaca dalam Pembangunan Nasional,https://paralegal.id/pengertian/hak-atas-karbon/,OK
Hak atas Merek,Hak atas Merek adalah hak eksklusif yang diberikan oleh negara kepada pemilik Merek yang terdaftar untuk jangka waktu tertentu dengan menggunakan sendiri Merek tersebut atau memberikan izin kepada pihak lain untuk menggunakannya.,Undang-Undang Nomor 20 Tahun 2016,Merek dan Indikasi Geografis,https://paralegal.id/pengertian/hak-atas-merek/,OK
Hak Cipta,Hak Cipta adalah hak eksklusif pencipta yang timbul secara otomatis berdasarkan prinsip deklaratif setelah suatu ciptaan diwujudkan dalam bentuk nyata tanpa mengurangi pembatasan sesuai dengan ketentuan peraturan perundang-undan gan,Undang-Undang Nomor 28 Tahun 2014,Hak Cipta,https://paralegal.id/pengertian/hak-cipta/,OK
Hak Desain Industri,"Hak Desain Industri adalah hak eksklusif yang di berikan oleh negara Republik Indonesia kepada Pendesain atas hasil kreasinya untuk selama waktu tertentu melaksanakan sendiri, atau memberikan persetujuannya kepada pihak lain untuk melaksanakan hal tersebut",Undang-Undang Nomor 31 Tahun 2000,Desain Industri,https://paralegal.id/pengertian/hak-desain-industri/,OK
Hak Desain Tata Letak Sirkuit Terpadu,"Hak Desain Tata Letak Sirkuit Terpadu adalah hak eksklusif yang diberikan oleh negara Republik Indonesia kepada Pendesain atas hasil kreasinya, untuk selama waktu tertentu melaksanakan sendiri, atau memberikan persetujuannya kepada pihak lain untuk melaksanakan hak tersebut",Undang-Undang Nomor 32 Tahun 2000,Desain Tata Letak Sirkuit Terpadu,https://paralegal.id/pengertian/hak-desain-tata-letak-sirkuit-terpadu/,OK
Hak Distribusi Eksklusif,Hak Distribusi Eksklusif adalah hak untuk mendistribusikan Barang yang dimiliki oleh hanya satu perusahaan dalam wilayah Indonesia yang didapat dari perjanjian secara langsung maupun tidak langsung dengan pemilik hak Distribusi merek dagang atau dari kepemilikan atas merek dagang.,Peraturan Pemerintah Nomor 29 Tahun 2021,Penyelenggaraan Bidang Perdagangan,https://paralegal.id/pengertian/hak-distribusi-eksklusif/,OK
Hutan Kota,Hutan Kota adalah suatu hamparan lahan yang bertumbuhan pohon-pohonan yang kompak dan rapat di dalam wilayah perkotaan baik pada tanah negara maupun tanah hak yang ditetapkan sebagai Hutan kota oleh pejabat yang berwenang.,Peraturan Menteri Lingkungan Hidup dan Kehutanan Nomor 10 Tahun 2022,Penyusunan Rencana Umum Rehabilitasi Hutan dan Lahan Daerah Aliran Sungai dan Rencana Tahunan Rehabilitasi Hutan dan Lahan,https://paralegal.id/pengertian/hutan-kota/,OK
Penyelenggaraan Telekomunikasi,Penyelenggaraan Telekomunikasi adalah kegiatan penyediaan dan pelayanan telekomunikasi sehingga memungkinkan terselenggaranya telekomunikasi.,Undang-Undang Nomor 36 Tahun 1999,Telekomunikasi,https://paralegal.id/pengertian/penyelenggaraan-telekomunikasi/,OK
Petugas Penanganan Pejantan Unggul (Bull Master),Petugas Penanganan Pejantan Unggul (Bull Master) adalah petugas yang menangani penatalaksanaan Kawin Alam.,Peraturan Menteri Pertanian Nomor 12 Tahun 2025,Pelayanan Perkawinan Ternak,https://paralegal.id/pengertian/petugas-penanganan-pejantan-unggul-bull-master/,OK
Sistem Informasi Kewirausahaan Nasional,Sistem Informasi Kewirausahaan Nasional adalah sistem informasi yang terintegrasi dengan basis data tunggal melalui teknologi informasi dan komunikasi untuk memfasilitasi penyelenggaraan Kewirausahaan di tingkat kementerian/lembaga dan pemerintah daerah sebagai satu kesatuan.,Peraturan Presiden Nomor 2 Tahun 2022,Pengembangan Kewirausahaan Nasional Tahun 2021-2024,https://paralegal.id/pengertian/sistem-informasi-kewirausahaan-nasional/,OK
Gerakan Koperasi,Gerakan Koperasi adalah keseluruhan organisasi Koperasi dan kegiatan perkoperasian yang bersifat terpadu menuju tercapainya cita-cita bersama Koperasi.,Undang-Undang Nomor 25 Tahun 1992,Perkoperasian,https://paralegal.id/pengertian/gerakan-koperasi/,OK
Hak Jaminan atas Resi Gudang,"Hak Jaminan atas Resi Gudang, yang selanjutnya disebut Hak Jaminan, adalah hak jaminan yang dibebankan pada Resi Gudang untuk pelunasan utang, yang memberikan kedudukan untuk diutamakan bagi penerima hak jaminan terhadap kreditor yang lain",Undang-Undang Nomor 9 Tahun 2011,Perubahan atas Undang-Undang Nomor 9 Tahun 2006 tentang Sistem Resi Gudang,https://paralegal.id/pengertian/hak-jaminan-atas-resi-gudang/,OK
Hak Jawab,Hak Jawab adalah hak seseorang atau sekelompok orang untuk memberikan tanggapan atau sanggahan terhadap pemberitaan berupa fakta yang merugikan nama baiknya,Undang-Undang Nomor 40 Tahun 1999,Pers,https://paralegal.id/pengertian/hak-jawab/,OK
Hak Koreksi,"Hak Koreksi adalah hak setiap orang untuk mengoreksi atau memberitahukan kekeliruan informasi yang diberitakan oleh pers, baik tentang dirinya maupun tentang orang lain",Undang-Undang Nomor 40 Tahun 1999,Pers,https://paralegal.id/pengertian/hak-koreksi/,OK
Hak Membangun yang Dapat Dialihkan,"Hak Membangun yang Dapat Dialihkan adalah hak membangun luas lantai yang belum dimanfaatkan dan dapat dialihkan melalui mekanisme Pengalihan Hak Membangun dari suatu tempat atau kawasan yang ingin dipertahankan atau dilindungi yang disebut dengan area pengirim, menuju tempat atau kawasan yang diharapkan untuk berkembang yang disebut dengan area penerima, yang ditetapkan dalam rencana tata ruang wilayah atau RDTR.",Peraturan Presiden Nomor 79 Tahun 2024,Pendanaan Penyediaan Infrastruktur melalui Pengelolaan Perolehan Peningkatan Nilai Kawasan,https://paralegal.id/pengertian/hak-membangun-yang-dapat-dialihkan/,OK
Hak Menikmati,Hak Menikmati adalah hak yang memberi wewenang untuk menikmati atau memanfaatkan barang milik pihak lain dalam jangka waktu tertentu dengan membayar sejumlah uang dengan tidak mengubah status kepemilikan.,Peraturan Menteri Keuangan Nomor 122 Tahun 2023,Petunjuk Pelaksanaan Lelang,https://paralegal.id/pengertian/hak-menikmati/,OK
Hak Pengelolaan,Hak Pengelolaan adalah hak menguasai dari Negara yang kewenangan pelaksanaannya sebagian dilimpahkan kepada pemegangnya.,Peraturan Pemerintah Nomor 24 Tahun 1997,Pendaftaran Tanah,https://paralegal.id/pengertian/hak-pengelolaan/,OK
Hak Penggunaan Filing Satelit Indonesia,Hak Penggunaan Filing Satelit Indonesia adalah hak untuk menggunakan Filing Satelit Indonesia yang pendaftarannya telah dipublikasikan oleh International Telecommunication Union.,Peraturan Menteri Komunikasi dan Digital Nomor 3 Tahun 2025,Peraturan Menteri Komunikasi dan Digital tentang Penggunaan Spektrum Frekuensi Radio untuk Dinas Satelit dan Orbit Satelit,https://paralegal.id/pengertian/hak-penggunaan-filing-satelit-indonesia/,OK
Hak Perlindungan Varietas Tanaman,Hak Perlindungan Varietas Tanaman adalah hak khusus yang diberikan negara kepada pemulia dan/atau pemegang hak Perlindungan Varietas Tanaman untuk menggunakan sendiri varietas hasil pemuliaannya atau memberi persetujuan kepada orang atau badan hukum lain untuk menggunakannya selama waktu tertentu,Undang-Undang Nomor 29 Tahun 2000,Perlindungan Varietas Tanaman,https://paralegal.id/pengertian/hak-perlindungan-varietas-tanaman/,OK
Hak Prioritas,"Hak Prioritas adalah hak pemohon untuk mengajukan Permohonan yang berasal dari negara yang tergabung dalam Konvensi Paris tentang pelindungan kekayaan Industri (Paris Convention for the Protection of Industrial Property) atau Persetujuan pembentukan organisasi Perdagangan Dunia (Agreement Establishing the world Trade Organization) untuk memperoleh pengakuan bahwa Tanggal Penerimaan di negara asal merupakan tanggal prioritas di negara tujuan yang juga anggota salah satu dari kedua perjanjian itu, selama pengajuan tersebut dilakukan dalam kurun waktu yang telah ditentukan berdasarkan perjanjian internasional dimaksud.",Undang-Undang Nomor 20 Tahun 2016,Merek dan Indikasi Geografis,https://paralegal.id/pengertian/hak-prioritas/,OK
Hak Rahasia Dagang,Hak Rahasia Dagang adalah hak atas rahasia dagang yang timbul berdasarkan Undang-Undang ini,Undang-Undang Nomor 30 Tahun 2000,Rahasia Dagang,https://paralegal.id/pengertian/hak-rahasia-dagang/,OK
Badan Keagamaan,Badan Keagamaan adalah organisasi kemasyarakatan keagamaan berbadan hukum dan gereja sesuai dengan ketentuan peraturan perundang-undangan.,Peraturan Menteri Agama Nomor 6 Tahun 2023,Tata Cara Pemberian Rekomendasi Hak Milik atas Tanah bagi Badan Keagamaan,https://paralegal.id/pengertian/badan-keagamaan/,OK
Ruang Terbuka Non Hijau,Ruang Terbuka Non Hijau yang selanjutnya disingkat RTNH adalah area berupa lahan yang diperkeras yang menggunakan material ramah lingkungan maupun kondisi permukaan tertentu yang dapat ditanami tumbuhan.,Peraturan Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional Nomor 14 Tahun 2022,Penyediaan dan Pemanfaatan Ruang Terbuka Hijau,https://paralegal.id/pengertian/ruang-terbuka-non-hijau/,OK
Nilai Ekonomi,"Nilai Ekonomi adalah estimasi nilai atas pemanfaatan sumber daya alam secara fisik dan/atau sebagai jasa ekosistem, baik langsung maupun tidak langsung dan/atau nilai yang mencerminkan keberlanjutan akan fungsi dan/atau manfaat sumber daya alam.",Peraturan Menteri Keuangan Nomor 99 Tahun 2024,Penilaian oleh Penilai Pemerintah di Lingkungan Direktorat Jenderal Kekayaan Negara,https://paralegal.id/pengertian/nilai-ekonomi/,OK
Level Keamanan,Level Keamanan adalah seperangkat persyaratan keamanan yang terdefinisi dengan baik di area keamanan.,Peraturan Badan Siber dan Sandi Negara Nomor 11 Tahun 2024,Penyelenggaraan Algoritma Kriptografi Indonesia dan Penilaian Kesesuaian Keamanan Modul Kriptografi,https://paralegal.id/pengertian/level-keamanan/,OK
Terpapar,"Terpapar adalah kondisi orang, Barang, atau Alat Angkut yang terpajan, terkontaminasi, dalam masa inkubasi, insektasi, pestasi, ratisasi, termasuk kimia dan radiasi",Undang-Undang Nomor 6 Tahun 2018,Kekarantinaan Kesehatan,https://paralegal.id/pengertian/terpapar/,OK
Hak Tanggungan,"Hak Tanggungan atas Tanah Beserta benda-benda yang berkaitan dengan tanah, yang selanjutnya disebut Hak Tanggungan, adalah hak jaminan yang dibebankan pada hak atas tanah sebagaimana dimaksud dalam Undang-undang Nomor 5 Tahun 1960 tentang Peraturan Dasar Pokok-Pokok Agraria, berikut atau tidak berikut benda-benda lain yang merupakan satu kesatuan dengan tanah itu, untuk pelunasan utang tertentu, yang memberikan kedudukan yang diutamakan kepada kreditor tertentu terhadap kreditor-kreditor lain",Undang-Undang Nomor 4 Tahun 1996,Hak Tanggungan atas Tanah Beserta Benda-Benda yang Berkaitan Dengan Tanah,https://paralegal.id/pengertian/hak-tanggungan/,OK
